ticker,weight,mc,shares,price
BRK-B,0.1272137469393364,124313144.9190216,941481.0,132.0399932861328
AIV,0.05989158497832785,264049464.7901535,156423545.0,1.6880416870117188
CMG,0.05283661577305654,299306470.09806824,31187503.0,9.597000122070312
BBBY,0.05103418732165746,309877393.74171066,25234316.0,12.279999732971191
NVDA,0.036532913060080656,432879276.09150136,538450118.0,0.803935706615448
GME,0.027926832319419066,566277649.3259811,104670330.0,5.410106658935547
BBT,0.023602937081708027,670015807.9571114,30982398.0,21.62569236755371
TSN,0.01700217937586739,930136108.3984375,22400000.0,41.52393341064453
LRCX,0.014495127560051517,1091010816.803413,158392493.0,6.888020992279053
CNX,0.010501971417584122,1505844981.8747845,229053634.0,6.574202537536621
ORLY,0.00948961650664355,1666488940.611042,98639942.0,16.89466667175293
FOSL,0.008989380311079346,1759224819.9211693,48118839.0,36.560001373291016
TSCO,0.008048912477491042,1964779838.6659832,134333917.0,14.626089096069336
CTAS,0.0071245700110561215,2219690582.6485386,108130453.0,20.527894973754883
R,0.007111542190383026,2223756892.048996,53425097.0,41.62382507324219
KDP,0.007110013581782012,2224234985.9193735,188892081.0,11.775162696838379
FAST,0.00705370761654276,2241989861.0303564,289695174.0,7.739134311676025
ISRG,0.006974390984753633,2267487009.7665024,37365210.0,60.684444427490234
AMD,0.006973294358773904,2267843596.6299953,790189438.0,2.869999885559082
BKNG,0.006345230667643207,2492319316.2393494,49783883.0,50.062774658203125
