ticker,weight,mc,shares,price
BRK-B,0.10669266738416862,474233386.4651184,941481.0,503.7099914550781
TSN,0.03847687000614783,1315003662.109375,22400000.0,58.70552062988281
IBKR,0.018451917253899372,2742112067.1836014,42231651.0,64.93025970458984
AOS,0.009967934131586512,5075999128.47113,75732188.0,67.02565002441406
LW,0.008835138313966524,5726817528.6635895,138879884.0,41.23575973510742
TPL,0.0075316834980549896,6717917047.0529175,22979410.0,292.3450622558594
BKNG,0.007247242122535828,6981583353.9292145,32233815.0,216.59190368652344
MTCH,0.00674574669784768,7500611456.509993,236070189.0,31.772802352905273
MOS,0.006656388207904715,7601303196.905588,317407877.0,23.948060989379883
CAG,0.0063440445391549785,7975546932.6087475,478369475.0,16.6723575592041
DVA,0.006296561030494045,8035691978.45459,70600000.0,113.81999969482422
GNRC,0.006254149024024133,8090185374.577911,58684066.0,137.86000061035156
CPB,0.006248277465603178,8097787789.215336,298134245.0,27.161548614501953
ARE,0.006100332574367904,8294174841.743523,172825059.0,47.991737365722656
POOL,0.0059135028871737895,8556218865.528015,37249484.0,229.70033264160156
FRT,0.005888677341744775,8592290259.462433,86270031.0,99.59762573242188
APA,0.0058696710987423805,8620112458.333754,354669251.0,24.304651260375977
MOH,0.005768087352198869,8771924188.232422,51400000.0,170.66000366210938
HSIC,0.005622610754771214,8998884534.49408,117724807.0,76.44000244140625
PAYC,0.005617071476384638,9007758789.844894,56269005.0,160.08384704589844
