ticker,weight,mc,shares,price
BRK-B,0.1205883937047673,213245446.5,941481.0,226.5
AIV,0.06945309545302612,370248808.7904291,148884686.0,2.486815929412842
CMG,0.055258979835018686,465352888.07476044,27795204.0,16.74220085144043
ANET,0.026476852372899283,971222919.4060745,76399052.0,12.712499618530273
TSN,0.015180435333215097,1693951806.640625,22400000.0,75.62284851074219
MWA,0.01504838268049397,1708816582.105074,157620185.0,10.84135627746582
TSCO,0.012826852280870297,2004772901.0368042,118386226.0,16.934173583984375
ORLY,0.011632811824497472,2210551175.9536915,75658897.0,29.21733283996582
AOS,0.00804687135567186,3195642718.9761963,75732188.0,42.196624755859375
BKNG,0.007618432903946306,3375356347.2312927,41855700.0,80.64269256591797
NVDA,0.007175150618835125,3583886558.532715,612000000.0,5.856023788452148
HRB,0.007157721808019735,3592613201.2394066,195246026.0,18.400442123413086
FTNT,0.007041496178098521,3651912208.412918,171033736.0,21.351999282836914
HP,0.007038680328239795,3653373169.274414,108446592.0,33.68822479248047
COO,0.006529686937676426,3938156010.193268,49062354.0,80.26838684082031
LRCX,0.006515283742750927,3946862005.342743,145078888.0,27.204936981201172
M,0.006133628068849001,4192449488.238435,308965297.0,13.569321632385254
UNM,0.005437311750445312,4729345499.85751,206268474.0,22.9281063079834
SLG,0.005258018505196134,4890611517.034149,80110275.0,61.048492431640625
ODFL,0.005241119755745763,4906380135.676159,79823521.0,61.4653434753418
