ticker,weight,mc,shares,price
BRK-B,0.11628883338461128,290823475.153656,941481.0,308.8999938964844
CMG,0.04396397707207746,769255306.2483673,27721112.0,27.749799728393555
TSN,0.027146377949294438,1245820812.9882812,22400000.0,55.617000579833984
BKNG,0.011017864875931753,3069516918.868286,38789388.0,79.13290405273438
TECH,0.01056273130682565,3201778182.5637207,39242384.0,81.58979797363281
ORLY,0.00960491837721026,3521062992.760174,62575911.0,56.2686653137207
VNO,0.009049146605593866,3737316248.7577667,191816684.0,19.48379135131836
AOS,0.008327644882058189,4061114892.0796204,75732188.0,53.62468719482422
COO,0.008290460739201002,4079329691.1187744,49354384.0,82.65384674072266
LNC,0.008014440623786347,4219823220.8624725,169215464.0,24.93757438659668
NWL,0.0072410440514531675,4670531266.784668,413600000.0,11.292387008666992
TSCO,0.0072037216945357325,4694729208.116188,110463245.0,42.50037384033203
NCLH,0.006556854578439003,5157888167.550087,421396100.0,12.239999771118164
LUMN,0.006262268952429422,5400522223.395882,1034582843.0,5.21999979019165
ALK,0.006209500128563924,5446416288.954746,126837831.0,42.939998626708984
LRCX,0.006095318105932733,5548442601.14328,136379336.0,40.683895111083984
DXC,0.00554715912780027,6096728409.5,230065223.0,26.5
OGN,0.005527024668814938,6118938248.511286,254364409.0,24.055795669555664
AIZ,0.00541054707031461,6250666006.036728,52831429.0,118.31340026855469
XRAY,0.005401032989516459,6261676740.749722,214911886.0,29.136018753051758
