ticker,weight,mc,shares,price
BRK-B,0.1346560821210219,218301194.8729248,941481.0,231.8699951171875
CMG,0.037880292548069364,776012581.9150772,27980349.0,27.73419952392578
TSN,0.023884521071170905,1230737829.5898438,22400000.0,54.94365310668945
ANET,0.021393239102950844,1374059509.2900696,75661464.0,18.160625457763672
MWA,0.01626082529956166,1807754716.1593437,158102357.0,11.434078216552734
ORLY,0.01344803008252708,2185865397.648033,72448419.0,30.17133331298828
TSCO,0.009781562857532558,3005203161.505924,116497394.0,25.79631233215332
FTI,0.009536019129451343,3082584380.8491864,449408233.0,6.859207630157471
SLG,0.009363861788238434,3139258597.4355545,72569561.0,43.25861358642578
XRX,0.008829645594989576,3329191790.054001,198384932.0,16.781475067138672
BKNG,0.008206945482036472,3581793456.319092,40954912.0,87.45699310302734
AOS,0.007831189281101816,3753655105.0889587,75732188.0,49.564857482910156
UNM,0.007513800349395419,3912212496.6084595,203662044.0,19.209335327148438
FLS,0.0068133477120492295,4314411192.010712,130263432.0,33.120662689208984
COO,0.006591330058557506,4459734736.80954,49123730.0,90.78575134277344
APA,0.006367793202457772,4616290556.1348915,377482630.0,12.229146957397461
DVN,0.006331732690459346,4642581274.50943,382500000.0,12.137467384338379
WRB,0.0063030411541437955,4663714372.9579315,178220903.0,26.168167114257812
LEG,0.006181932374875209,4755080101.392918,132518915.0,35.88227462768555
FTNT,0.006095840283196956,4822236518.3933735,162332075.0,29.70599937438965
