date,inverse_return,spy_return
1997-11-24,-0.0102668983069101,-0.018088
1997-11-25,0.0018188763103118,0.002632
1997-11-26,-0.0022324153942628,0.002953
1997-11-28,0.0034256449987659,0.000981
1997-12-01,0.0119550792611094,0.025817
1997-12-02,-0.0046178958181063,-0.006053
1997-12-03,-0.0021806720499966,0.002885
1997-12-04,-0.005056120973797,-0.000959
1997-12-05,0.0062326861481114,0.012796
1997-12-08,0.0021293225483481,-0.002843
1997-12-09,-0.007101881688842,-0.006018
1997-12-10,-0.0095778548171772,-0.008604
1997-12-11,-0.0148352689962889,-0.017036
1997-12-12,-0.0010123967944814,0.001962
1997-12-15,0.0049935254408907,0.010118
1997-12-16,0.0093701428105409,0.006139
1997-12-17,0.0017959484870882,-0.005138
1997-12-18,-0.0101208062926149,-0.009684
1997-12-19,-0.0134565323658896,-0.00745
1997-12-22,0.0059845252080532,0.006429
1997-12-23,-0.009968935682816,-0.017854
1997-12-24,-0.0030287577227498,-0.003002
1997-12-26,0.0008997522300176,0.004015
1997-12-29,0.0085771837513328,0.01966
1997-12-30,0.0163666608270826,0.015686
1997-12-31,0.0128573630229374,-0.000644
1998-01-02,0.005033680928931,0.005151
1998-01-05,0.011503292821922,0.002242
1998-01-06,-0.0099185225707745,-0.01598
1998-01-07,-0.0032012807245099,0.002598
1998-01-08,-0.0081758233271679,-0.008746
1998-01-09,-0.0271811342325764,-0.034641
1998-01-12,-0.001159133610721,0.01828
1998-01-13,0.0154398217523932,0.013963
1998-01-14,-0.0008155750087936,0.00459
1998-01-15,-0.0079086210515479,-0.008322
1998-01-16,0.0153693264815238,0.014316
1998-01-20,0.0054089814868836,0.016223
1998-01-21,-0.0056387650300671,-0.009579
1998-01-22,-0.0047438074943075,-0.008865
1998-01-23,-0.0062602687983823,-0.001464
1998-01-26,-0.0077309523067295,-0.000651
1998-01-27,0.0015535174537276,0.010104
1998-01-28,0.0073900705858022,0.009035
1998-01-29,0.0024630403321744,0.005437
1998-01-30,-0.0045435611961894,0.000636
1998-02-02,0.0143735658927547,0.016529
1998-02-03,0.0044576210790392,0.007505
1998-02-04,0.0055612430120379,-0.001241
1998-02-05,-0.0001712777439337,-0.000622
1998-02-06,0.0106041789263883,0.011194
1998-02-09,0.0030733538085974,-0.003383
1998-02-10,0.0105245849245481,0.009565
1998-02-11,-0.003889517802463,-0.000917
1998-02-12,0.0003380943301421,0.004283
1998-02-13,0.0006600809884402,-0.005787
1998-02-17,0.0043758914668357,0.004902
1998-02-18,0.0141848710242785,0.009146
1998-02-19,-0.002538705284516,-0.005287
1998-02-20,-0.0023827279801608,0.007441
1998-02-23,0.0045680848220841,0.003919
1998-02-24,-0.0035609200848989,-0.007808
1998-02-25,0.0080610850930072,0.012409
1998-02-26,0.0137966085927743,0.00568
1998-02-27,-0.0032485863940098,0.0
1998-03-02,0.0014055040743783,-0.002081
1998-03-03,-0.000892777807852,0.00566
1998-03-04,0.0037950525188178,-0.006517
1998-03-05,-0.0077055553263461,-0.009243
1998-03-06,0.0102309341011769,0.020163
1998-03-09,0.0013677121714036,-0.00354
1998-03-10,0.0126630606258207,0.009473
1998-03-11,0.0054244922698136,0.004692
1998-03-12,0.0025490146762411,0.004086
1998-03-13,-0.0006332015958649,-0.003779
1998-03-16,0.0094205579964715,0.010797
1998-03-17,0.0008652190704651,0.002887
1998-03-18,-0.0034697631288536,0.003742
1998-03-19,-0.0014368647184096,0.002581
1998-03-20,0.0018131729946434,0.00859
1998-03-23,0.0005231502055938,-0.002275
1998-03-24,-0.0025198559242487,0.008552
1998-03-25,-0.0027294168945099,-0.003674
1998-03-26,-0.001510981232683,-0.000567
1998-03-27,0.0001938704183112,-0.004258
1998-03-30,-0.0029366639105566,-0.00057
1998-03-31,0.0052979724673566,0.003423
1998-04-01,0.0076493456761192,0.008101
1998-04-02,0.0024454640882247,0.010856
1998-04-03,0.0027913757674144,0.005021
1998-04-06,-0.0121957186675319,-0.008049
1998-04-07,-0.0102734208291259,-0.006715
1998-04-08,-0.0035851398509505,-0.005634
1998-04-09,0.013302340973624,0.007932
1998-04-13,0.0016215769031945,-0.002811
1998-04-14,0.0049694024511001,0.008455
1998-04-15,0.0010768438570174,0.002795
1998-04-16,-0.0009272350638021,-0.011706
1998-04-17,0.0118080779511382,0.013254
1998-04-20,0.006893298256805,-0.000278
1998-04-21,0.0053883982663791,0.004733
1998-04-22,0.0048568174439906,0.002771
1998-04-23,-0.0135741982245851,-0.009671
1998-04-24,-0.0088815575838605,-0.010603
1998-04-27,-0.0216669103332214,-0.018895
1998-04-28,0.0060564569180139,-0.001437
1998-04-29,0.0013364379589214,0.006908
1998-04-30,0.0118912072312526,0.018582
1998-05-01,0.0044087606474094,0.011227
1998-05-04,-0.0002453591454965,-0.002498
1998-05-05,-0.0043520237756369,-0.006956
1998-05-06,-0.0042159255478977,-0.011768
1998-05-07,-0.0042049416208222,-0.007939
1998-05-08,0.0039799262683929,0.01629
1998-05-11,-0.0031674013982376,-0.003375
1998-05-12,6.229594320353574e-05,0.010722
1998-05-13,0.00149332047829,0.002513
1998-05-14,-0.0024811980679565,-0.005013
1998-05-15,-0.0100361225612133,-0.005598
1998-05-18,-0.012371139875362,-0.00394
1998-05-19,0.004737360406363,0.006782
1998-05-20,0.001359800460597,0.009543
1998-05-21,0.0015516765084856,-0.006394
1998-05-22,-0.0053504597171705,-0.003917
1998-05-26,-0.0178425690285348,-0.016011
1998-05-27,0.0001449303675513,0.001427
1998-05-28,0.0137984457668288,0.004561
1998-05-29,-0.0080552096812502,-0.009932
1998-06-01,-0.0058546623868993,0.004586
1998-06-02,-0.0013911794611858,0.000856
1998-06-03,-0.0080314102200472,-0.015964
1998-06-04,-0.0020482404432362,0.01854
1998-06-05,0.008426222587546,0.01934
1998-06-08,0.0145114094540145,-0.001116
1998-06-09,-0.0031342427050625,0.003073
1998-06-10,-0.0105379855826205,-0.006405
1998-06-11,-0.0201360995200218,-0.018778
1998-06-12,-0.0039234921685382,0.009426
1998-06-15,-0.012490167941768,-0.026316
1998-06-16,0.0049341298340555,0.015403
1998-06-17,0.011121427063343,0.020893
1998-06-18,-0.0069288517045977,-0.004486
1998-06-19,-0.0108703176635154,-0.004995
1998-06-22,-0.0027467877965857,0.004827
1998-06-23,0.006258050871242,0.011868
1998-06-24,0.0050677287229944,0.013404
1998-06-25,-0.0029951531740123,-0.001653
1998-06-26,0.0091181857615436,0.00414
1998-06-29,-0.0038950445075885,0.003573
1998-06-30,-0.0059653922300995,-0.006847
1998-07-01,0.0178328828385323,0.011583
1998-07-02,-0.0031514626690455,0.001908
1998-07-06,0.0077720242411637,0.010068
1998-07-07,-0.005656853158158,-0.001886
1998-07-08,0.0029892931498703,0.007287
1998-07-09,-0.0044962862342429,-0.006699
1998-07-10,0.0010058889670817,0.005395
1998-07-13,-0.0030765820215582,0.000268
1998-07-14,0.0072261839330414,0.011266
