date,inverse_v,spy_v
1996-07-03,1.1015124154011444,1.1051821441377268
1996-07-05,1.0840410451241227,1.0769557921764492
1996-07-08,1.0790028374729124,1.0725930442623424
1996-07-09,1.0775954238922751,1.0769552801733573
1996-07-10,1.0694001675325993,1.0813180260133395
1996-07-11,1.0515034702707076,1.0595067601106243
1996-07-12,1.0528362314666226,1.0602770215252246
1996-07-15,1.0172565525134614,1.0289712821876709
1996-07-16,1.0121416181142455,1.0315375365654469
1996-07-17,1.0265102472980525,1.0438540947520385
1996-07-18,1.0440584995380409,1.058223790220395
1996-07-19,1.036631309886378,1.050526270370332
1996-07-22,1.0267221130193425,1.0428280138610582
1996-07-23,1.0172945644914373,1.029485029423706
1996-07-24,1.0093185515538714,1.0315378225723768
1996-07-25,1.012486034227926,1.0407752437735125
1996-07-26,1.0211506740987797,1.04642040869574
1996-07-29,1.0179178140270675,1.0348731594857825
1996-07-30,1.021251953741378,1.04488038293801
1996-07-31,1.0265177765679216,1.052578016719114
1996-08-01,1.0333917426453592,1.0700266025022669
1996-08-02,1.0453817842540116,1.0931209866640732
1996-08-05,1.0495306830370819,1.0867054595933416
1996-08-06,1.0565146660337552,1.0900416453542932
1996-08-07,1.0637006668122386,1.0928637631741154
1996-08-08,1.0690980649295632,1.0910670951474573
1996-08-09,1.068712633393445,1.0874742112031366
1996-08-12,1.0716880439820278,1.0954290850580874
1996-08-13,1.0683513334772723,1.086705087824685
1996-08-14,1.0719556472976806,1.0905541972457597
1996-08-15,1.072483833533395,1.0885017742465433
1996-08-16,1.0765189636010761,1.0977398888045735
1996-08-19,1.0838173036709575,1.098253631072534
1996-08-20,1.078692112825269,1.0974837552771521
1996-08-21,1.0770082465933357,1.0936348797473951
1996-08-22,1.0817926642693034,1.1038986430938245
1996-08-23,1.0807904349545707,1.097997200947845
1996-08-26,1.074133701903694,1.0926082306855929
1996-08-27,1.07700796394463,1.0967142524165092
1996-08-28,1.080192415452065,1.0949178344710508
1996-08-29,1.071067860938246,1.0841405582263521
1996-08-30,1.0659981704283723,1.072850318452983
1996-09-03,1.0654914209075736,1.0797787858095524
1996-09-04,1.068029450696832,1.0808056554348573
1996-09-05,1.059979285280611,1.0677192605588521
1996-09-06,1.0721254385782373,1.082858451954316
1996-09-09,1.0793085501768338,1.095688158893071
1996-09-10,1.08000673675613,1.095175376834709
1996-09-11,1.0805145637024118,1.1013335479786506
1996-09-12,1.0831042452499162,1.1090318694790213
1996-09-13,1.0873035287727373,1.1259678951578356
1996-09-16,1.0895302392375175,1.130073174103581
1996-09-17,1.0891570625587377,1.1275067779251917
1996-09-18,1.0902196095914547,1.124684628460045
1996-09-19,1.0882227739380652,1.1290472801338414
1996-09-20,1.093107784332025,1.1330305589381535
1996-09-23,1.0906912376692293,1.1327722279707155
1996-09-24,1.0955716319332798,1.1325139559027382
1996-09-25,1.1008014730833129,1.1332874629346197
1996-09-26,1.0997493375650313,1.1327718171389844
1996-09-27,1.1028634707528797,1.133803772264398
1996-09-30,1.10767554817383,1.1327720108316375
1996-10-01,1.105051109553226,1.1389614770988215
1996-10-02,1.104339647782139,1.1466984424127538
1996-10-03,1.1011394360306697,1.1456664138145822
1996-10-04,1.1124456713526467,1.1611409300659756
1996-10-07,1.112029408530671,1.162430957639279
1996-10-08,1.1246353574694046,1.1577882083944677
1996-10-09,1.122985824010434,1.148760933733616
1996-10-10,1.1210667752837329,1.1464392878865404
1996-10-11,1.1250082443028442,1.1606253276348486
1996-10-14,1.1282034587292094,1.162172441196586
1996-10-15,1.1244815177238399,1.160624427504912
1996-10-16,1.1229778157183852,1.1662987203309834
1996-10-17,1.126957249808556,1.1693940771347417
1996-10-18,1.1306818369994946,1.175583679985016
1996-10-21,1.1289054936416816,1.1740366118621557
1996-10-22,1.1223493954777697,1.1657831344807648
1996-10-23,1.1226165321033343,1.1696523687041065
1996-10-24,1.1143896806372238,1.1595933583332512
1996-10-25,1.116369654678146,1.1606253964221678
1996-10-28,1.109492772432471,1.1528875069042213
1996-10-29,1.1108293333049704,1.1621728628848278
1996-10-30,1.114120022207751,1.1583039894242841
1996-10-31,1.1181261375857663,1.1693947501230215
1996-11-01,1.1116001416085541,1.1652679560498374
1996-11-04,1.1149728206068483,1.1730053352780083
1996-11-05,1.1146652614807124,1.1797114067797927
1996-11-06,1.1257906970061913,1.2024078745348292
1996-11-07,1.1299483212685086,1.2052455571187313
1996-11-08,1.1361444853909484,1.2119515433985397
1996-11-11,1.1386915689820583,1.2106620269563637
1996-11-12,1.1436904761499045,1.2070506221299528
1996-11-13,1.14645564828533,1.2124666582714498
1996-11-14,1.1527818989712808,1.2204616634160919
1996-11-15,1.155475896514844,1.2220092088053036
1996-11-18,1.1574305419924755,1.2222670527483614
1996-11-19,1.1586266401978977,1.2310368188518308
1996-11-20,1.156544338751052,1.2331000365602265
1996-11-21,1.1551194118319315,1.2312947781067023
1996-11-22,1.1662722125475042,1.2408373126370291
1996-11-25,1.172111426545092,1.256569888923954
1996-11-26,1.1685443152863983,1.2524433134087278
1996-11-27,1.1677624926011587,1.2501225359489814
1996-11-29,1.1766062303258795,1.254765491047496
1996-12-02,1.1853247780364933,1.2552811996643163
1996-12-03,1.1998124137641595,1.233873634085241
1996-12-04,1.1930078354698366,1.2372260687490506
1996-12-05,1.1959579315738358,1.2338731861027408
1996-12-06,1.1808989902233344,1.2266513263444814
1996-12-09,1.2014211331655524,1.2447051805656195
1996-12-10,1.1990727755612076,1.2387729156750438
1996-12-11,1.1868550286432211,1.2274245169945448
1996-12-12,1.177632534122944,1.2070492700124353
1996-12-13,1.1803206065618055,1.2101441443407472
1996-12-16,1.1693455717627608,1.1946688210229177
1996-12-17,1.166197220211569,1.204211835565249
1996-12-18,1.1686532567508692,1.2137552143621035
1996-12-19,1.1806109959912683,1.2387731368405352
1996-12-20,1.186466564428121,1.2421351671339207
1996-12-23,1.1776073142416672,1.2390236185402503
1996-12-24,1.1779301102289341,1.2480994665460576
1996-12-26,1.1850082796779002,1.2576948552448637
1996-12-27,1.1836560716792142,1.2592506237808014
1996-12-30,1.1793923092012062,1.2483593651357212
1996-12-31,1.1730728849729208,1.2255393559410404
1997-01-02,1.1802831919513226,1.2286510003657747
1997-01-03,1.1904073008561995,1.2462845995230243
1997-01-06,1.1856742131877114,1.2353933184077925
1997-01-07,1.194734054577262,1.2504342320594075
1997-01-08,1.1887279248613594,1.23954294989817
1997-01-09,1.1970431229477818,1.2499154453029178
1997-01-10,1.1946911940520808,1.2633995331268457
1997-01-13,1.20036162700391,1.2615840279977424
1997-01-14,1.2044753688531284,1.2774030301248063
1997-01-15,1.2025312296323145,1.2742912763434222
1997-01-16,1.2053860054328682,1.27947764183814
1997-01-17,1.2100771003603588,1.287256865900516
1997-01-20,1.2075751670057184,1.2888131594513896
1997-01-21,1.2192213312013687,1.2991855277586546
1997-01-22,1.2311417852590183,1.3085214749611283
1997-01-23,1.2242157768432207,1.2903696650604675
1997-01-24,1.2148693732575504,1.2737729304284597
1997-01-27,1.2122493062668123,1.2701426775767386
1997-01-28,1.2150106696507723,1.2737727453492529
1997-01-29,1.2169208699286593,1.2862200526168057
1997-01-30,1.2307618859883203,1.3028161499557205
1997-01-31,1.2223284930702398,1.3012605874726733
1997-02-03,1.2247780751279562,1.305150055368629
1997-02-04,1.2242676315055703,1.3131884745596445
1997-02-05,1.2082525200755163,1.2885530587769056
1997-02-06,1.2150112766698464,1.297110339640243
1997-02-07,1.2245188854067655,1.3147445547076522
1997-02-10,1.2178631114093978,1.3022978680082349
1997-02-11,1.2181546806488792,1.317338106085862
1997-02-12,1.2323628737545067,1.336008739063417
1997-02-13,1.243375915847463,1.3505311540570362
1997-02-14,1.2466142154564646,1.3474195302780887
1997-02-18,1.249402322546358,1.3588294788604836
1997-02-19,1.2450121290009657,1.3497538567711744
1997-02-20,1.2435996335300277,1.333416436088816
1997-02-21,1.2422450613163072,1.3339351350824546
1997-02-24,1.2449901390630569,1.3497542718493976
1997-02-25,1.2454392067514455,1.350790883130178
1997-02-26,1.239345797233611,1.3375652895934504
1997-02-27,1.2368701405468217,1.3175981149503992
1997-02-28,1.2418365605153265,1.3137085653150657
1997-03-03,1.2403245948933888,1.3225248634968951
1997-03-04,1.2375338313233029,1.3152642019962972
1997-03-05,1.2476550368988104,1.3375658218053463
1997-03-06,1.2498604892500527,1.3297865389857264
1997-03-07,1.253992146082161,1.3417147242404284
1997-03-10,1.2617901465675248,1.3557182008173259
1997-03-11,1.2638884991113963,1.3484569741337482
1997-03-12,1.2555739118443607,1.336528523740561
1997-03-13,1.252106014690654,1.3157829279950601
1997-03-14,1.253857896333138,1.3225249997181068
1997-03-17,1.2453535918988872,1.326155330842333
1997-03-18,1.2356932576432325,1.3118925302591238
1997-03-19,1.2294791928916577,1.307484571357453
1997-03-20,1.2265922398768618,1.3007418734229625
1997-03-21,1.2241002494556266,1.3067460979106829
1997-03-24,1.224523615172284,1.3249673654999494
1997-03-25,1.2235890342258238,1.3119522110686435
1997-03-26,1.2262093019333322,1.3176788824699581
1997-03-27,1.2095147566373983,1.2827972870932134
1997-03-31,1.1948448112161245,1.262493171633102
1997-04-01,1.186575497222497,1.2637948020930558
1997-04-02,1.1766009462941536,1.2411475992395482
1997-04-03,1.1710080715919624,1.2479155770982013
1997-04-04,1.1797678950012196,1.2635344884611623
1997-04-07,1.1870553410754865,1.2684799624489993
1997-04-08,1.1902454415719208,1.2775901855393081
1997-04-09,1.187526598776374,1.2671778255271628
1997-04-10,1.1888066771564303,1.2624918019283635
1997-04-11,1.1615540181697517,1.2224038997417321
1997-04-14,1.160838557950657,1.2388036704606673
1997-04-15,1.1774092733783408,1.2598881089319078
1997-04-16,1.1874426794677733,1.27446501435225
1997-04-17,1.1863148231230893,1.2692588247686212
1997-04-18,1.1877439592751664,1.2755061167041324
1997-04-21,1.1755944399217002,1.2671757862559379
1997-04-22,1.1783474268218617,1.2950283100378435
1997-04-23,1.1804378806250975,1.2963298134894314
1997-04-24,1.1779889492864795,1.2898222378257145
1997-04-25,1.1724123316016188,1.2749841228017675
1997-04-28,1.1820201829415804,1.287478967205225
1997-04-29,1.1998598250099606,1.328087341309845
1997-04-30,1.2111376290141096,1.3343346641633667
1997-05-01,1.209697541768887,1.3327721582716312
1997-05-02,1.2293216211704316,1.356720741183614
1997-05-05,1.2509866331986645,1.3889984843371133
1997-05-06,1.2573723082755217,1.3879567354738604
1997-05-07,1.249251430262581,1.3577617366936268
1997-05-08,1.2549221718526544,1.3671330082002862
1997-05-09,1.260054025446593,1.3765047049714991
1997-05-12,1.2767174409628657,1.3994124962716348
1997-05-13,1.2695648954423326,1.3936861003368912
1997-05-14,1.269833040239359,1.3962895059723206
1997-05-15,1.2792830544738467,1.4056600048469008
1997-05-16,1.279696880139538,1.3863968401404787
1997-05-19,1.2826902641552718,1.3905615762482606
1997-05-20,1.286684170290758,1.407221894493291
1997-05-21,1.2847419410249978,1.404097861887516
1997-05-22,1.2910358560179058,1.3994123873223974
1997-05-23,1.3035968484292977,1.412428321936883
1997-05-27,1.3035547819704774,1.4181557187823368
1997-05-28,1.3056076238355883,1.417894778130081
1997-05-29,1.3091507444878605,1.409564646308567
1997-05-30,1.318746775566527,1.4186760721823055
1997-06-02,1.316894837906436,1.4124282227604148
1997-06-03,1.3175436758211383,1.4077431983455184
1997-06-04,1.3129981563170763,1.4061820111385532
1997-06-05,1.3215783640552599,1.4113876969437882
1997-06-06,1.3328141723146516,1.4389803264190393
1997-06-09,1.3413582046561583,1.4462687617723518
1997-06-10,1.3417746207297485,1.4506943441833753
1997-06-11,1.3468789261281597,1.454078814088355
1997-06-12,1.3557477777930025,1.4821919738799392
1997-06-13,1.366598032168758,1.494686852219747
1997-06-16,1.3656222087520873,1.4952070032443194
1997-06-17,1.3676916628919167,1.4931241798888002
1997-06-18,1.3691744518399567,1.4879176558735279
1997-06-19,1.3872767773661914,1.5032759419174544
1997-06-20,1.3879464859263198,1.4981738233705866
1997-06-23,1.3716796635219295,1.4618491008491434
1997-06-24,1.3954650077643915,1.4989566784250983
1997-06-25,1.3872118111644547,1.4885029545497617
1997-06-26,1.3818342425727888,1.481185474025195
1997-06-27,1.3892274617533773,1.486933954849887
1997-06-30,1.3873068836826188,1.4770042098993994
1997-07-01,1.3948113364402366,1.4942511880583946
1997-07-02,1.401207395502859,1.5188151833388868
1997-07-03,1.4073557735246345,1.5397216743375466
1997-07-07,1.4020299562867227,1.5240426885277674
1997-07-08,1.4119802916336073,1.5399841750497676
1997-07-09,1.398471320140388,1.5229981495989686
1997-07-10,1.4119535430883727,1.5297922443443297
1997-07-11,1.4306107850127066,1.53501801465101
1997-07-14,1.426263699362256,1.5397213098479006
1997-07-15,1.4341302353631977,1.5475615707576462
1997-07-16,1.447107324179262,1.5679445042060953
1997-07-17,1.4493682484020747,1.5601047816850648
1997-07-18,1.4398235211486827,1.5269166726642784
1997-07-21,1.437634419830779,1.527177775415304
1997-07-22,1.4603266645875452,1.5676831115526442
1997-07-23,1.4629384160776604,1.566377231520721
1997-07-24,1.4632414956954278,1.5736937795691543
1997-07-25,1.4677774557282182,1.5726488468995203
1997-07-28,1.4724394416699473,1.5716030354163322
1997-07-29,1.4789921979593692,1.5768301871121269
1997-07-30,1.490819655915681,1.5956449249047489
1997-07-31,1.4985773105032751,1.5940764059435675
1997-08-01,1.4940159445880061,1.5878053093625855
1997-08-04,1.5066434592703681,1.5919860007421374
1997-08-05,1.5140945900091596,1.5930319355446247
1997-08-06,1.5343023903223278,1.6060979834799618
1997-08-07,1.5242838513586474,1.5940763400736144
1997-08-08,1.498999295680576,1.561671956232598
1997-08-11,1.5051907020132522,1.5731705468463386
1997-08-12,1.4985338798670949,1.54808319613578
1997-08-13,1.5030348487962122,1.5433801193859196
1997-08-14,1.5061314016684162,1.549129210330632
1997-08-15,1.4807056860238466,1.501567845315061
1997-08-18,1.4853911760109553,1.5350167706372992
1997-08-19,1.5082464564355926,1.5527861247741968
1997-08-20,1.5290547852578755,1.5763046234200269
1997-08-21,1.5089872345628157,1.5486042222726668
1997-08-22,1.5030882658896105,1.548082342649761
1997-08-25,1.5119847526742067,1.5423327648291598
1997-08-26,1.507371538859308,1.519597237542813
1997-08-27,1.5175812712420136,1.5287436933155834
1997-08-28,1.5191619668774963,1.50548538676548
1997-08-29,1.525412283414642,1.5114952844294478
1997-09-02,1.5397731200251101,1.5606249271545427
1997-09-03,1.5370128739584767,1.5522630987948487
1997-09-04,1.5328784882419806,1.5621929258378393
1997-09-05,1.532465277305708,1.5577500491567566
1997-09-08,1.5457226814558556,1.5645449548711783
1997-09-09,1.5551190254630511,1.5653287918935688
1997-09-10,1.5411704920886082,1.5329249205725801
1997-09-11,1.5338455206811734,1.525085542528772
1997-09-12,1.5551071565670935,1.549650095362283
1997-09-15,1.559143993227592,1.5470373853015023
1997-09-16,1.58351803325879,1.5857133199340396
1997-09-17,1.5876171972561581,1.5857133199340396
1997-09-18,1.5980518149896932,1.5925081015099571
1997-09-19,1.6029579578628146,1.5951978476934074
1997-09-22,1.6071234318069327,1.6041150036620135
1997-09-23,1.6056332864786842,1.5967713651752489
1997-09-24,1.5964994201891436,1.5836570819530644
1997-09-25,1.5952459487684518,1.572641163290999
1997-09-26,1.600875069971065,1.5857554179516826
1997-09-29,1.6117686604270203,1.600967569676093
1997-09-30,1.6124973098477648,1.5841814247080392
1997-10-01,1.610930108463811,1.605163907678297
1997-10-02,1.6190670760571115,1.6140821983493576
1997-10-03,1.6220049342876328,1.6222123303824432
1997-10-06,1.6339003064249014,1.6329659759205484
1997-10-07,1.6383198987091663,1.6481786869522244
1997-10-08,1.6255060492810245,1.6366381397861849
1997-10-09,1.6240995234102864,1.6308673537052987
1997-10-10,1.6291590061932761,1.6261459927163218
1997-10-13,1.6439368966061758,1.6277201020372714
1997-10-14,1.6390747033225097,1.6282442279101272
1997-10-15,1.6333214518269559,1.6245725371761899
1997-10-16,1.619236610162559,1.5988685504929883
1997-10-17,1.5938234857749163,1.582606458465924
1997-10-20,1.6067267394015503,1.605163348318439
1997-10-21,1.6246400369223502,1.6363741444631428
1997-10-22,1.6225320009021136,1.625619893585731
1997-10-23,1.5949265108176338,1.5936211916003893
1997-10-24,1.5841087091862405,1.5778841823333356
1997-10-27,1.4863088502525166,1.4635301819870918
1997-10-28,1.5246915161459909,1.5448380647775666
1997-10-29,1.5287832031366104,1.5437891197315827
1997-10-30,1.5192818857371007,1.5096929932331908
1997-10-31,1.541712197765231,1.5453640192773046
1997-11-03,1.5664471187122997,1.5778877504270146
1997-11-04,1.5710389960730806,1.5778877504270146
1997-11-05,1.5771361499667356,1.5831326493094342
1997-11-06,1.5849870602453138,1.5771009139155654
1997-11-07,1.5558901138521506,1.5600524530361382
1997-11-10,1.5550095597270694,1.5506110155903636
1997-11-11,1.556138700272331,1.5511351221136331
1997-11-12,1.5309634195947084,1.519136755679551
1997-11-13,1.5358670684460631,1.5411687960471714
1997-11-14,1.5433481049794844,1.5621518092053535
1997-11-17,1.5649942745424494,1.5910031909695672
1997-11-18,1.5541540118775967,1.5810371469813338
1997-11-19,1.5602336645382666,1.5889059688618599
1997-11-20,1.576170821471818,1.613036683810965
1997-11-21,1.573545319551676,1.6240521113247102
1997-11-24,1.5573898897745246,1.5946762567350687
1997-11-25,1.5602225893509545,1.5988734446427955
1997-11-26,1.556739524424011,1.6035949179248257
1997-11-28,1.5620723613902354,1.6051680445393097
1997-12-01,1.580747060282244,1.646608667945181
1997-12-02,1.5734473350430827,1.6366417456781088
1997-12-03,1.5700161624174125,1.6413634571143902
1997-12-04,1.5620779707694135,1.6397893895590174
1997-12-05,1.571813912500098,1.6607721345878146
1997-12-08,1.5751608113057918,1.6560505594091814
1997-12-09,1.5639742055829977,1.646084447142657
1997-12-10,1.5489946877041136,1.6319215365594415
1997-12-11,1.5260149348382006,1.6041201212626148
1997-12-12,1.5244700022098396,1.6072674049405322
1997-12-15,1.532082481949749,1.6235297365437207
1997-12-16,1.5464383136031459,1.6334965855963623
1997-12-17,1.5492156371528367,1.6251036801395682
1997-12-18,1.533536325783723,1.6093661761010967
1997-12-19,1.5129002445815467,1.5973763980891436
1997-12-22,1.521954234232515,1.6076459309524587
1997-12-23,1.5067819703592615,1.5789430205012334
1997-12-24,1.5022182928300358,1.5742030335536887
1997-12-26,1.503569917088983,1.580523458733407
1997-12-29,1.5164663125508315,1.6115965499321057
1997-12-30,1.5412858023440474,1.6368760534143407
1997-12-31,1.5611026734268842,1.635821905235942
1998-01-02,1.5689607661822165,1.644248023869812
1998-01-05,1.5870089813017176,1.6479344279393282
1998-01-06,1.5712681969006546,1.6216004357808578
1998-01-07,1.5662381263088812,1.6258133537130166
1998-01-08,1.5534328400999051,1.6115939901214424
1998-01-09,1.5112087735518571,1.5557667627096454
1998-01-12,1.5094570806696168,1.584206179131978
1998-01-13,1.5327628289380435,1.6063264500111976
1998-01-14,1.531512745880354,1.613699488416749
1998-01-15,1.5194005919375706,1.6002702812741447
1998-01-16,1.5427527556912797,1.6231797506208654
1998-01-20,1.5510974767856525,1.649512595715188
1998-01-21,1.542351202575328,1.633711914560832
1998-01-22,1.5350345853816971,1.6192290584382503
1998-01-23,1.5254248562623944,1.6168585070966965
1998-01-26,1.5136318694511302,1.6158059322085767
1998-01-27,1.5159833229788409,1.632132035347612
1998-01-28,1.5271865467425534,1.6468783482869775
1998-01-29,1.5309480688019343,1.6558324258666137
1998-01-30,1.5239921125631448,1.656885535289465
1998-02-02,1.5458973136131096,1.6842721963022644
1998-02-03,1.5527883380643015,1.696912659135513
1998-02-04,1.5614237713585357,1.6948067905255257
1998-02-05,1.561156334217653,1.6937526207018188
1998-02-06,1.5777111153177614,1.7127124875379547
1998-02-09,1.5825599797828898,1.7069183811926139
1998-02-10,1.599215766688306,1.7232450555087213
1998-02-11,1.5929955884937923,1.7216648397928198
1998-02-12,1.5935341712702034,1.7290387303016526
1998-02-13,1.5945860328810888,1.719032783169397
1998-02-17,1.6015637682955086,1.7274594818724933
1998-02-18,1.6242817437859378,1.7432588262936992
1998-02-19,1.6201581711394455,1.7340422168790843
1998-02-20,1.6162977749327854,1.7469452250148816
1998-02-23,1.6236811602664243,1.7537915033517149
1998-02-24,1.6178993614113595,1.7400978992935445
1998-02-25,1.6309413858356185,1.7616907741258778
1998-02-26,1.6534428457737496,1.7716971777229127
1998-02-27,1.648071493841696,1.7716971777229127
1998-03-02,1.6503878650411574,1.7680102758960714
1998-03-03,1.6489144353809004,1.7780172140576431
1998-03-04,1.6551721522622076,1.7664298758736294
1998-03-05,1.6424181316683237,1.7501027645309295
1998-03-06,1.6592216033400002,1.7853900865721666
1998-03-09,1.661490940921944,1.779069805665701
1998-03-10,1.6825305014360905,1.7959229339347724
1998-03-11,1.6916573751348563,1.8043494043407942
1998-03-12,1.6959694346112464,1.8117219760069307
1998-03-13,1.6948955440587126,1.8048754786596006
1998-03-16,1.7108624058294788,1.8243627192026883
1998-03-17,1.712342676609944,1.8296296543730266
1998-03-18,1.7064012531266803,1.8364761285396902
1998-03-19,1.7039493853706127,1.841216073427451
1998-03-20,1.7070389403804058,1.857032119498193
1998-03-23,1.7079319781530224,1.8528073714263344
1998-03-24,1.7036282356396597,1.8686525800667724
1998-03-25,1.6989783239513407,1.8617871504876071
1998-03-26,1.6964111995891151,1.8607315171732808
1998-03-27,1.696740083538007,1.852808522373157
1998-03-30,1.6917573281690863,1.8517524215154044
1998-03-31,1.7007202119151748,1.8580909700542516
