ticker,weight,mc,shares,price
PWER,0.015975944309663658,902236470.0,83309000.0,10.83
TUP,0.014224922553222248,1013297580.0,58437000.0,17.34
ATI,0.013510826784984194,1066854000.0,80700000.0,13.22
DYN,0.012023433001710236,1198832280.0,280101000.0,4.28
DDS,0.011041666132767592,1305426140.0,79309000.0,16.46
TNB,0.010770546526424916,1338286740.0,58466000.0,22.89
HPC,0.010654924285603266,1352809200.0,110886000.0,12.2
AM,0.010653347556787538,1353009420.0,61866000.0,21.87
CMS,0.01049949035349356,1372836120.0,161131000.0,8.52
GLK,0.010477385925159536,1375732430.0,50597000.0,27.19
GT,0.010460626126679215,1377936600.0,175310000.0,7.86
GTW,0.009659685023139505,1492189400.0,324389000.0,4.6
GAS,0.0096163270794779,1498917360.0,44034000.0,34.04
PGL,0.009317006318301622,1547072000.0,36800000.0,42.04
WOR,0.009281465897683064,1552996020.0,86134000.0,18.03
CTB,0.009129981190763858,1578763340.0,73843000.0,21.38
AYE,0.00889640611302272,1620213760.0,126976000.0,12.76
CR,0.007890935241502577,1826663020.0,59423000.0,30.74
AMCC,0.007852866232603723,1835518290.0,307457000.0,5.97
ANDW,0.007851074725455074,1835937130.0,158407000.0,11.59
