ticker,weight,mc,shares,price
NWS,0.013897752847910087,2355634000.0,199630000.0,11.8
DO,0.013484038788988316,2427909000.0,137170000.0,17.7
CBS,0.013388109025196519,2445305686.6,37727000.0,64.8158
PBI,0.011602317873736551,2821679210.0,185759000.0,15.19
OI,0.011593399719749905,2823849770.0,162197000.0,17.41
LM,0.010836387154120901,3021119370.0,101007000.0,29.91
URBN,0.009889611462572518,3310344320.0,116234000.0,28.48
FSLR,0.009806255614060483,3338483150.0000005,104035000.0,32.09
TDC,0.009275847685596555,3529383000.0,129900000.0,27.17
STZ,0.00915062912065514,3577679599.9999995,23353000.0,153.2
NRG,0.008465274270132156,3867331180.0,315443000.0,12.26
FTR,0.008260440659793351,3963229140.0,1172553000.0,3.38
R,0.008225306580833815,3980157920.0,53468000.0,74.44
PDCO,0.008149449376452813,4017206270.0,97909000.0,41.03
DISCA,0.007857778358871578,4166320000.0,152000000.0,27.41
NWSA,0.007482733788640626,4375141500.0,381775000.0,11.46
DNB,0.007336029052893037,4462634880.0,36784000.0,121.32
TGNA,0.0071380962269217635,4586379630.0,214417000.0,21.39
HRB,0.006875395411845349,4761619830.0,207117000.0,22.99
NAVI,0.0068473392549739985,4781130000.0,291000000.0,16.43
