ticker,weight,mc,shares,price
NWS,0.015932152689092066,4477162500.0,198985000.0,22.5
RL,0.01231378906473592,5792760960.0,48736000.0,118.86
HII,0.009534944155017828,7480991540.610001,40061000.0,186.74001
PNW,0.008956779640679932,7963893210.0,112819000.0,70.59
FOX,0.008408860072740365,8482818830.000001,247529000.0,34.27
NCLH,0.008249830090407126,8646340080.0,416892000.0,20.74
NWSA,0.00815879002039045,8742820490.0,391879000.0,22.31
AIZ,0.008032358189295721,8880435220.0,56977000.0,155.86
APA,0.007646160451582616,9328974590.0,346931000.0,26.89
GL,0.0075372682492471635,9463751880.0,100979000.0,93.72
UHS,0.0075237631854568,9480739200.0,73120000.0,129.66
TAP,0.007269879895907013,9811831500.0,211690000.0,46.35
WYNN,0.007248771438996379,9840403600.0,115715000.0,85.04
NRG,0.006762714071319627,10547664120.0,244839000.0,43.08
58413,0.006726660663616362,10604197257.89,77789000.0,136.32001
IVZ,0.006718558576025016,10616985140.0,461207000.0,23.02
HSIC,0.00670848399482901,10632929380.0,137146000.0,77.53
RE,0.006614532810114023,10783956873.69,39369000.0,273.92001
NI,0.006578766616534602,10842585050.0,392705000.0,27.61
TPR,0.006285929004457041,11347700000.0,279500000.0,40.6
