ticker,weight,mc,shares,price
STZ,0.018007369319505587,1641730800.0,23460000.0,69.98
CBS,0.011838401036573975,2497233600.0,39240000.0,63.64
NFX,0.008817719795581621,3352709490.0,136123000.0,24.63
JBL,0.008210742559732568,3600557760.0000005,206454000.0,17.44
TE,0.00789134867198073,3746286479.9999995,217302000.0,17.24
CVC,0.007724089278747303,3827409520.0,213464000.0,17.93
ATI,0.0076839588125259045,3847398660.0000005,107982000.0,35.63
R,0.007618783320374158,3880311540.0,52593000.0,73.78
CLF,0.0073661732863971085,4013380040.0,153124000.0,26.21
WPX,0.007223785880032678,4092487420.0,200809000.0,20.38
GHC,0.007171136448443729,4122533862.15,6215000.0,663.32001
THC,0.007073494072812318,4179441239.9999995,99227000.0,42.12
BMS,0.007011386158187169,4216463360.0,102941000.0,40.96
FLIR,0.006976515949474475,4237538200.0,140782000.0,30.1
X,0.0069272478452402295,4267676500.0,144667000.0,29.5
TEG,0.006808203148579536,4342298870.0,79807000.0,54.41
PDCO,0.0067993393588126625,4347959600.0,105533000.0,41.2
LEG,0.006766488994495188,4369068340.0,141211000.0,30.94
IGT,0.006540507935092239,4520024000.0,248900000.0,18.16
PKI,0.006379690634286035,4633963390.0,112393000.0,41.23
